account_holder,Vikram Joshi
account_number_masked,XXXXXXXX5370
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-06-01,FUEL BULK PAYMENT,353770,2928.87,,1952.58
2026-06-02,GROCERY / LIVING,353771,1752.58,,200.00
2026-06-06,UPI/ZIPRIDEPARTNER PAYOUT/353772,353772,,4954.92,5154.92
2026-06-06,VEHICLE LEASE AUTO-DEBIT,353773,2229.71,,2925.21
2026-06-08,FUEL BULK PAYMENT,353774,1755.13,,1170.08
2026-06-09,GROCERY / LIVING,353775,970.08,,200.00
2026-06-13,UPI/ZIPRIDEPARTNER PAYOUT/353776,353776,,7664.25,7864.25
2026-06-13,VEHICLE LEASE AUTO-DEBIT,353777,3448.91,,4415.34
2026-06-15,FUEL BULK PAYMENT,353778,2649.20,,1766.14
2026-06-16,GROCERY / LIVING,353779,1566.14,,200.00
2026-06-20,UPI/ZIPRIDEPARTNER PAYOUT/353780,353780,,4946.57,5146.57
2026-06-20,VEHICLE LEASE AUTO-DEBIT,353781,2225.96,,2920.61
2026-06-22,FUEL BULK PAYMENT,353782,1752.37,,1168.24
2026-06-23,GROCERY / LIVING,353783,968.24,,200.00
2026-06-27,UPI/ZIPRIDEPARTNER PAYOUT/353784,353784,,8100.67,8300.67
2026-06-27,VEHICLE LEASE AUTO-DEBIT,353785,3645.30,,4655.37
2026-06-29,FUEL BULK PAYMENT,353786,2793.22,,1862.15
2026-06-30,GROCERY / LIVING,353787,1662.15,,200.00
2026-07-04,UPI/ZIPRIDEPARTNER PAYOUT/353788,353788,,4881.37,5081.37
2026-07-04,VEHICLE LEASE AUTO-DEBIT,353789,2196.62,,2884.75
2026-07-06,FUEL BULK PAYMENT,353790,1730.85,,1153.90
2026-07-07,GROCERY / LIVING,353791,953.90,,200.00
2026-07-11,UPI/ZIPRIDEPARTNER PAYOUT/353792,353792,,7742.77,7942.77
2026-07-11,VEHICLE LEASE AUTO-DEBIT,353793,3484.25,,4458.52
2026-07-13,FUEL BULK PAYMENT,353794,2675.11,,1783.41
2026-07-14,GROCERY / LIVING,353795,1583.41,,200.00
2026-07-18,UPI/ZIPRIDEPARTNER PAYOUT/353796,353796,,4967.93,5167.93
2026-07-18,VEHICLE LEASE AUTO-DEBIT,353797,2235.57,,2932.36
2026-07-20,FUEL BULK PAYMENT,353798,1759.42,,1172.94
2026-07-21,GROCERY / LIVING,353799,972.94,,200.00
2026-07-25,UPI/ZIPRIDEPARTNER PAYOUT/353800,353800,,8107.42,8307.42
2026-07-25,VEHICLE LEASE AUTO-DEBIT,353801,3648.34,,4659.08
2026-07-27,FUEL BULK PAYMENT,353802,2795.45,,1863.63
2026-07-28,GROCERY / LIVING,353803,1663.63,,200.00
2026-08-01,UPI/ZIPRIDEPARTNER PAYOUT/353804,353804,,4791.19,4991.19
2026-08-01,VEHICLE LEASE AUTO-DEBIT,353805,2156.04,,2835.15
2026-08-03,FUEL BULK PAYMENT,353806,1701.09,,1134.06
2026-08-04,GROCERY / LIVING,353807,934.06,,200.00
2026-08-08,UPI/ZIPRIDEPARTNER PAYOUT/353808,353808,,8093.84,8293.84
2026-08-08,VEHICLE LEASE AUTO-DEBIT,353809,3642.23,,4651.61
2026-08-10,FUEL BULK PAYMENT,353810,2790.97,,1860.64
2026-08-11,GROCERY / LIVING,353811,1660.64,,200.00
2026-08-15,UPI/ZIPRIDEPARTNER PAYOUT/353812,353812,,4557.81,4757.81
2026-08-15,VEHICLE LEASE AUTO-DEBIT,353813,2051.01,,2706.80
2026-08-17,FUEL BULK PAYMENT,353814,1624.08,,1082.72
2026-08-18,GROCERY / LIVING,353815,882.72,,200.00
2026-08-22,UPI/ZIPRIDEPARTNER PAYOUT/353816,353816,,8311.08,8511.08
2026-08-22,VEHICLE LEASE AUTO-DEBIT,353817,3739.99,,4771.09
2026-08-24,FUEL BULK PAYMENT,353818,2862.65,,1908.44
2026-08-25,GROCERY / LIVING,353819,1708.44,,200.00
2026-08-29,UPI/ZIPRIDEPARTNER PAYOUT/353820,353820,,5041.77,5241.77
2026-08-29,VEHICLE LEASE AUTO-DEBIT,353821,2268.80,,2972.97
2026-08-31,FUEL BULK PAYMENT,353822,1783.78,,1189.19
2026-09-01,GROCERY / LIVING,353823,989.19,,200.00
2026-09-05,UPI/ZIPRIDEPARTNER PAYOUT/353824,353824,,7623.41,7823.41
2026-09-05,VEHICLE LEASE AUTO-DEBIT,353825,3430.53,,4392.88
2026-09-07,FUEL BULK PAYMENT,353826,2635.73,,1757.15
2026-09-08,GROCERY / LIVING,353827,1557.15,,200.00
2026-09-12,UPI/ZIPRIDEPARTNER PAYOUT/353828,353828,,5220.43,5420.43
2026-09-12,VEHICLE LEASE AUTO-DEBIT,353829,2349.19,,3071.24
2026-09-14,FUEL BULK PAYMENT,353830,1842.74,,1228.50
