account_holder,Aarav Mehta
account_number_masked,XXXXXXXX4137
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-05-28,ATM CASH WDL,671120,149.40,,84138.74
2026-05-29,UPI/ZIPRIDEPARTNER PAYOUT/671121,671121,,7523.55,91662.29
2026-05-29,UPI/CUSTOMER TRANSFER/IN,671122,,516.40,92178.69
2026-05-30,ATM CASH WDL,671123,121.28,,92057.41
2026-05-31,UPI/CUSTOMER TRANSFER/IN,671124,,619.86,92677.27
2026-05-31,GROCERY STORE UPI,671125,115.48,,92561.79
2026-06-01,RENT PAYMENT NEFT,671126,62.38,,92499.41
2026-06-05,UPI/ZIPRIDEPARTNER PAYOUT/671127,671127,,7455.46,99954.87
2026-06-05,UPI/CUSTOMER TRANSFER/IN,671128,,623.96,100578.83
2026-06-05,ELECTRICITY BILL UPI,671129,316.87,,100261.96
2026-06-06,GROCERY STORE UPI,671130,91.72,,100170.24
2026-06-08,MOBILE RECHARGE UPI,671131,208.85,,99961.39
2026-06-09,DTH RECHARGE UPI,671132,100.54,,99860.85
2026-06-10,ELECTRICITY BILL UPI,671133,77.07,,99783.78
2026-06-11,ATM CASH WDL,671134,233.36,,99550.42
2026-06-12,UPI/ZIPRIDEPARTNER PAYOUT/671135,671135,,5389.84,104940.26
2026-06-12,RENT PAYMENT NEFT,671136,83.59,,104856.67
2026-06-13,ATM CASH WDL,671137,136.50,,104720.17
2026-06-14,UPI/CUSTOMER TRANSFER/IN,671138,,133.90,104854.07
2026-06-14,DTH RECHARGE UPI,671139,401.85,,104452.22
2026-06-15,GROCERY STORE UPI,671140,170.76,,104281.46
2026-06-16,UPI/CUSTOMER TRANSFER/IN,671141,,884.07,105165.53
2026-06-16,ATM CASH WDL,671142,40.24,,105125.29
2026-06-18,UPI/CUSTOMER TRANSFER/IN,671143,,812.73,105938.02
2026-06-18,DTH RECHARGE UPI,671144,236.00,,105702.02
2026-06-19,UPI/ZIPRIDEPARTNER PAYOUT/671145,671145,,8374.98,114077.00
2026-06-20,RENT PAYMENT NEFT,671146,116.57,,113960.43
2026-06-25,DTH RECHARGE UPI,671147,83.63,,113876.80
2026-06-26,UPI/ZIPRIDEPARTNER PAYOUT/671148,671148,,9111.41,122988.21
2026-06-29,DTH RECHARGE UPI,671149,246.22,,122741.99
2026-06-30,RENT PAYMENT NEFT,671150,30.00,,122711.99
2026-07-03,UPI/ZIPRIDEPARTNER PAYOUT/671151,671151,,6207.20,128919.19
2026-07-03,MOBILE RECHARGE UPI,671152,120.40,,128798.79
2026-07-04,RENT PAYMENT NEFT,671153,282.48,,128516.31
2026-07-05,MOBILE RECHARGE UPI,671154,291.12,,128225.19
2026-07-07,ELECTRICITY BILL UPI,671155,213.28,,128011.91
2026-07-08,RENT PAYMENT NEFT,671156,324.61,,127687.30
2026-07-10,UPI/ZIPRIDEPARTNER PAYOUT/671157,671157,,5855.17,133542.47
2026-07-10,DTH RECHARGE UPI,671158,116.44,,133426.03
2026-07-11,GROCERY STORE UPI,671159,216.36,,133209.67
2026-07-16,ELECTRICITY BILL UPI,671160,242.46,,132967.21
2026-07-17,UPI/ZIPRIDEPARTNER PAYOUT/671161,671161,,3604.11,136571.32
2026-07-17,ATM CASH WDL,671162,144.10,,136427.22
2026-07-18,RENT PAYMENT NEFT,671163,107.78,,136319.44
2026-07-21,RENT PAYMENT NEFT,671164,159.69,,136159.75
2026-07-22,MOBILE RECHARGE UPI,671165,318.47,,135841.28
2026-07-24,UPI/ZIPRIDEPARTNER PAYOUT/671166,671166,,5810.06,141651.34
2026-07-24,RENT PAYMENT NEFT,671167,155.98,,141495.36
2026-07-25,DTH RECHARGE UPI,671168,188.93,,141306.43
2026-07-26,RENT PAYMENT NEFT,671169,117.48,,141188.95
2026-07-27,ELECTRICITY BILL UPI,671170,179.38,,141009.57
2026-07-28,DTH RECHARGE UPI,671171,128.09,,140881.48
2026-07-29,RENT PAYMENT NEFT,671172,115.46,,140766.02
2026-07-30,DTH RECHARGE UPI,671173,169.89,,140596.13
2026-07-31,UPI/ZIPRIDEPARTNER PAYOUT/671174,671174,,7181.37,147777.50
2026-08-01,DTH RECHARGE UPI,671175,152.98,,147624.52
2026-08-03,ATM CASH WDL,671176,167.84,,147456.68
2026-08-05,RENT PAYMENT NEFT,671177,113.58,,147343.10
2026-08-07,UPI/ZIPRIDEPARTNER PAYOUT/671178,671178,,7011.54,154354.64
2026-08-09,UPI/CUSTOMER TRANSFER/IN,671179,,886.16,155240.80
2026-08-10,MOBILE RECHARGE UPI,671180,170.50,,155070.30
2026-08-13,ELECTRICITY BILL UPI,671181,149.04,,154921.26
2026-08-14,UPI/ZIPRIDEPARTNER PAYOUT/671182,671182,,7381.04,162302.30
2026-08-14,UPI/CUSTOMER TRANSFER/IN,671183,,809.72,163112.02
2026-08-15,MOBILE RECHARGE UPI,671184,271.29,,162840.73
2026-08-16,GROCERY STORE UPI,671185,179.85,,162660.88
2026-08-17,GROCERY STORE UPI,671186,110.55,,162550.33
2026-08-20,MOBILE RECHARGE UPI,671187,30.00,,162520.33
2026-08-21,UPI/ZIPRIDEPARTNER PAYOUT/671188,671188,,7449.63,169969.96
2026-08-22,ELECTRICITY BILL UPI,671189,245.33,,169724.63
2026-08-23,DTH RECHARGE UPI,671190,191.24,,169533.39
2026-08-24,ATM CASH WDL,671191,406.51,,169126.88
2026-08-25,RENT PAYMENT NEFT,671192,283.00,,168843.88
2026-08-28,UPI/ZIPRIDEPARTNER PAYOUT/671193,671193,,5801.21,174645.09
2026-08-29,GROCERY STORE UPI,671194,136.74,,174508.35
2026-08-30,ELECTRICITY BILL UPI,671195,116.35,,174392.00
2026-08-31,DTH RECHARGE UPI,671196,237.40,,174154.60
2026-09-01,ELECTRICITY BILL UPI,671197,43.85,,174110.75
2026-09-03,GROCERY STORE UPI,671198,362.68,,173748.07
2026-09-04,UPI/ZIPRIDEPARTNER PAYOUT/671199,671199,,9378.84,183126.91
2026-09-04,UPI/CUSTOMER TRANSFER/IN,671200,,1022.90,184149.81
2026-09-04,GROCERY STORE UPI,671201,309.21,,183840.60
2026-09-05,GROCERY STORE UPI,671202,114.43,,183726.17
2026-09-06,MOBILE RECHARGE UPI,671203,268.96,,183457.21
2026-09-08,GROCERY STORE UPI,671204,137.90,,183319.31
2026-09-09,GROCERY STORE UPI,671205,284.76,,183034.55
2026-09-11,UPI/ZIPRIDEPARTNER PAYOUT/671206,671206,,8970.40,192004.95
2026-09-11,GROCERY STORE UPI,671207,171.70,,191833.25
2026-09-12,UPI/CUSTOMER TRANSFER/IN,671208,,855.41,192688.66
2026-09-12,ELECTRICITY BILL UPI,671209,207.35,,192481.31
2026-09-13,RENT PAYMENT NEFT,671210,124.68,,192356.63
