account_holder,Vikram Chauhan
account_number_masked,XXXXXXXX4822
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-04-27,UPI/CUSTOMER TRANSFER/IN,795030,,773.91,38130.86
2026-04-27,GROCERY STORE UPI,795031,95.28,,38035.58
2026-04-30,UPI/ZIPRIDEPARTNER PAYOUT/795032,795032,,5278.23,43313.81
2026-04-30,UPI/CUSTOMER TRANSFER/IN,795033,,433.49,43747.30
2026-05-01,UPI/CUSTOMER TRANSFER/IN,795034,,767.54,44514.84
2026-05-01,ATM CASH WDL,795035,187.62,,44327.22
2026-05-02,UPI/CUSTOMER TRANSFER/IN,795036,,924.42,45251.64
2026-05-02,MOBILE RECHARGE UPI,795037,132.05,,45119.59
2026-05-03,ELECTRICITY BILL UPI,795038,274.03,,44845.56
2026-05-06,UPI/CUSTOMER TRANSFER/IN,795039,,1039.02,45884.58
2026-05-07,UPI/ZIPRIDEPARTNER PAYOUT/795040,795040,,3731.22,49615.80
2026-05-08,UPI/CUSTOMER TRANSFER/IN,795041,,1159.09,50774.89
2026-05-09,ATM CASH WDL,795042,225.10,,50549.79
2026-05-10,RENT PAYMENT NEFT,795043,206.20,,50343.59
2026-05-11,DTH RECHARGE UPI,795044,151.48,,50192.11
2026-05-12,ELECTRICITY BILL UPI,795045,170.99,,50021.12
2026-05-13,DTH RECHARGE UPI,795046,278.42,,49742.70
2026-05-14,UPI/ZIPRIDEPARTNER PAYOUT/795047,795047,,8312.46,58055.16
2026-05-14,UPI/CUSTOMER TRANSFER/IN,795048,,1150.22,59205.38
2026-05-14,ATM CASH WDL,795049,319.41,,58885.97
2026-05-16,ELECTRICITY BILL UPI,795050,183.97,,58702.00
2026-05-19,UPI/CUSTOMER TRANSFER/IN,795051,,1306.32,60008.32
2026-05-20,GROCERY STORE UPI,795052,231.77,,59776.55
2026-05-21,UPI/ZIPRIDEPARTNER PAYOUT/795053,795053,,5135.09,64911.64
2026-05-22,DTH RECHARGE UPI,795054,95.23,,64816.41
2026-05-24,GROCERY STORE UPI,795055,53.12,,64763.29
2026-05-25,UPI/CUSTOMER TRANSFER/IN,795056,,687.54,65450.83
2026-05-28,UPI/ZIPRIDEPARTNER PAYOUT/795057,795057,,4745.46,70196.29
2026-06-03,ELECTRICITY BILL UPI,795058,152.78,,70043.51
2026-06-04,UPI/ZIPRIDEPARTNER PAYOUT/795059,795059,,4847.22,74890.73
2026-06-04,GROCERY STORE UPI,795060,129.09,,74761.64
2026-06-08,UPI/CUSTOMER TRANSFER/IN,795061,,799.32,75560.96
2026-06-10,ATM CASH WDL,795062,62.33,,75498.63
2026-06-11,UPI/ZIPRIDEPARTNER PAYOUT/795063,795063,,4234.99,79733.62
2026-06-12,DTH RECHARGE UPI,795064,276.82,,79456.80
2026-06-13,UPI/CUSTOMER TRANSFER/IN,795065,,769.75,80226.55
2026-06-14,ATM CASH WDL,795066,30.00,,80196.55
2026-06-16,RENT PAYMENT NEFT,795067,124.88,,80071.67
2026-06-17,RENT PAYMENT NEFT,795068,302.13,,79769.54
2026-06-18,UPI/ZIPRIDEPARTNER PAYOUT/795069,795069,,4351.51,84121.05
2026-06-19,ATM CASH WDL,795070,199.13,,83921.92
2026-06-22,UPI/CUSTOMER TRANSFER/IN,795071,,1377.09,85299.01
2026-06-22,ELECTRICITY BILL UPI,795072,159.44,,85139.57
2026-06-23,GROCERY STORE UPI,795073,244.83,,84894.74
2026-06-24,ELECTRICITY BILL UPI,795074,284.04,,84610.70
2026-06-25,UPI/ZIPRIDEPARTNER PAYOUT/795075,795075,,4874.39,89485.09
2026-06-27,ELECTRICITY BILL UPI,795076,30.00,,89455.09
2026-06-28,MOBILE RECHARGE UPI,795077,234.51,,89220.58
2026-06-30,GROCERY STORE UPI,795078,262.64,,88957.94
2026-07-02,UPI/ZIPRIDEPARTNER PAYOUT/795079,795079,,6302.55,95260.49
2026-07-02,MOBILE RECHARGE UPI,795080,230.35,,95030.14
2026-07-04,ATM CASH WDL,795081,75.05,,94955.09
2026-07-05,UPI/CUSTOMER TRANSFER/IN,795082,,683.12,95638.21
2026-07-07,UPI/CUSTOMER TRANSFER/IN,795083,,1349.66,96987.87
2026-07-07,MOBILE RECHARGE UPI,795084,32.27,,96955.60
2026-07-09,UPI/ZIPRIDEPARTNER PAYOUT/795085,795085,,6151.27,103106.87
2026-07-09,RENT PAYMENT NEFT,795086,184.90,,102921.97
2026-07-11,UPI/CUSTOMER TRANSFER/IN,795087,,793.06,103715.03
2026-07-11,DTH RECHARGE UPI,795088,273.30,,103441.73
2026-07-12,ELECTRICITY BILL UPI,795089,222.80,,103218.93
2026-07-13,ATM CASH WDL,795090,131.36,,103087.57
2026-07-14,DTH RECHARGE UPI,795091,289.04,,102798.53
2026-07-15,MOBILE RECHARGE UPI,795092,106.48,,102692.05
2026-07-16,UPI/ZIPRIDEPARTNER PAYOUT/795093,795093,,4286.31,106978.36
2026-07-16,DTH RECHARGE UPI,795094,94.58,,106883.78
2026-07-17,GROCERY STORE UPI,795095,215.41,,106668.37
2026-07-18,DTH RECHARGE UPI,795096,204.46,,106463.91
2026-07-20,DTH RECHARGE UPI,795097,184.96,,106278.95
2026-07-21,GROCERY STORE UPI,795098,358.17,,105920.78
2026-07-23,UPI/ZIPRIDEPARTNER PAYOUT/795099,795099,,5388.34,111309.12
2026-07-24,DTH RECHARGE UPI,795100,153.34,,111155.78
2026-07-26,GROCERY STORE UPI,795101,200.06,,110955.72
2026-07-27,RENT PAYMENT NEFT,795102,150.94,,110804.78
2026-07-30,UPI/ZIPRIDEPARTNER PAYOUT/795103,795103,,5593.56,116398.34
2026-07-31,RENT PAYMENT NEFT,795104,75.19,,116323.15
2026-08-02,DTH RECHARGE UPI,795105,261.33,,116061.82
2026-08-03,UPI/CUSTOMER TRANSFER/IN,795106,,1056.31,117118.13
2026-08-04,UPI/CUSTOMER TRANSFER/IN,795107,,353.52,117471.65
2026-08-06,UPI/ZIPRIDEPARTNER PAYOUT/795108,795108,,3354.37,120826.02
2026-08-08,MOBILE RECHARGE UPI,795109,235.14,,120590.88
2026-08-09,MOBILE RECHARGE UPI,795110,100.76,,120490.12
2026-08-11,UPI/CUSTOMER TRANSFER/IN,795111,,933.73,121423.85
2026-08-11,MOBILE RECHARGE UPI,795112,236.66,,121187.19
2026-08-13,UPI/ZIPRIDEPARTNER PAYOUT/795113,795113,,5450.56,126637.75
2026-08-14,ATM CASH WDL,795114,291.38,,126346.37
2026-08-15,UPI/CUSTOMER TRANSFER/IN,795115,,1283.17,127629.54
2026-08-15,GROCERY STORE UPI,795116,140.63,,127488.91
2026-08-17,RENT PAYMENT NEFT,795117,193.29,,127295.62
2026-08-19,UPI/CUSTOMER TRANSFER/IN,795118,,1080.72,128376.34
2026-08-19,DTH RECHARGE UPI,795119,102.35,,128273.99
2026-08-20,UPI/ZIPRIDEPARTNER PAYOUT/795120,795120,,3901.02,132175.01
2026-08-21,DTH RECHARGE UPI,795121,281.85,,131893.16
2026-08-23,GROCERY STORE UPI,795122,306.65,,131586.51
2026-08-24,UPI/CUSTOMER TRANSFER/IN,795123,,816.80,132403.31
2026-08-25,DTH RECHARGE UPI,795124,225.00,,132178.31
2026-08-26,GROCERY STORE UPI,795125,84.61,,132093.70
2026-08-27,UPI/ZIPRIDEPARTNER PAYOUT/795126,795126,,6849.30,138943.00
2026-08-27,MOBILE RECHARGE UPI,795127,245.69,,138697.31
2026-08-29,ATM CASH WDL,795128,76.49,,138620.82
2026-08-30,DTH RECHARGE UPI,795129,260.14,,138360.68
2026-09-01,UPI/CUSTOMER TRANSFER/IN,795130,,1207.21,139567.89
2026-09-02,MOBILE RECHARGE UPI,795131,147.92,,139419.97
2026-09-03,UPI/ZIPRIDEPARTNER PAYOUT/795132,795132,,3881.60,143301.57
2026-09-03,ATM CASH WDL,795133,218.01,,143083.56
2026-09-07,ATM CASH WDL,795134,205.79,,142877.77
2026-09-09,DTH RECHARGE UPI,795135,151.24,,142726.53
2026-09-10,UPI/ZIPRIDEPARTNER PAYOUT/795136,795136,,4167.57,146894.10
2026-09-10,RENT PAYMENT NEFT,795137,137.17,,146756.93
2026-09-11,GROCERY STORE UPI,795138,67.26,,146689.67
2026-09-13,ELECTRICITY BILL UPI,795139,126.25,,146563.42
2026-09-14,ATM CASH WDL,795140,189.63,,146373.79
