account_holder,Kavita Sharma
account_number_masked,XXXXXXXX5233
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-08-11,RENT PAYMENT NEFT,922882,148.97,,107637.58
2026-08-12,DTH RECHARGE UPI,922883,243.13,,107394.45
2026-08-13,ELECTRICITY BILL UPI,922884,425.04,,106969.41
2026-08-15,UPI/FOODDASHPARTNER PAYOUT/922885,922885,,4720.85,111690.26
2026-08-15,DTH RECHARGE UPI,922886,114.97,,111575.29
2026-08-18,UPI/CUSTOMER TRANSFER/IN,922887,,732.53,112307.82
2026-08-18,ELECTRICITY BILL UPI,922888,167.46,,112140.36
2026-08-19,DTH RECHARGE UPI,922889,337.47,,111802.89
2026-08-20,DTH RECHARGE UPI,922890,159.24,,111643.65
2026-08-21,ATM CASH WDL,922891,226.47,,111417.18
2026-08-22,UPI/FOODDASHPARTNER PAYOUT/922892,922892,,4926.54,116343.72
2026-08-22,ELECTRICITY BILL UPI,922893,194.95,,116148.77
2026-08-23,ATM CASH WDL,922894,282.35,,115866.42
2026-08-24,ATM CASH WDL,922895,86.29,,115780.13
2026-08-26,ELECTRICITY BILL UPI,922896,195.62,,115584.51
2026-08-28,RENT PAYMENT NEFT,922897,193.91,,115390.60
2026-08-29,UPI/FOODDASHPARTNER PAYOUT/922898,922898,,4456.70,119847.30
2026-08-30,MOBILE RECHARGE UPI,922899,30.00,,119817.30
2026-08-31,DTH RECHARGE UPI,922900,254.92,,119562.38
2026-09-02,MOBILE RECHARGE UPI,922901,287.50,,119274.88
2026-09-03,DTH RECHARGE UPI,922902,191.87,,119083.01
2026-09-04,GROCERY STORE UPI,922903,259.21,,118823.80
2026-09-05,UPI/FOODDASHPARTNER PAYOUT/922904,922904,,4678.75,123502.55
2026-09-05,DTH RECHARGE UPI,922905,169.90,,123332.65
2026-09-06,ATM CASH WDL,922906,184.53,,123148.12
2026-09-07,ELECTRICITY BILL UPI,922907,105.77,,123042.35
2026-09-08,UPI/CUSTOMER TRANSFER/IN,922908,,827.12,123869.47
2026-09-08,DTH RECHARGE UPI,922909,30.00,,123839.47
2026-09-09,MOBILE RECHARGE UPI,922910,292.62,,123546.85
2026-09-10,MOBILE RECHARGE UPI,922911,328.80,,123218.05
2026-09-11,UPI/CUSTOMER TRANSFER/IN,922912,,963.33,124181.38
2026-09-11,RENT PAYMENT NEFT,922913,376.20,,123805.18
2026-09-12,UPI/FOODDASHPARTNER PAYOUT/922914,922914,,4280.08,128085.26
2026-09-12,DTH RECHARGE UPI,922915,242.01,,127843.25
2026-09-13,RENT PAYMENT NEFT,922916,171.57,,127671.68
2026-09-14,UPI/CUSTOMER TRANSFER/IN,922917,,611.43,128283.11
