account_holder,Priya Nair
account_number_masked,XXXXXXXX4274
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-06-27,ELECTRICITY BILL UPI,392665,164.18,,52902.73
2026-06-28,MOBILE RECHARGE UPI,392666,208.43,,52694.30
2026-06-29,UPI/CUSTOMER TRANSFER/IN,392667,,639.56,53333.86
2026-06-30,UPI/FOODDASHPARTNER PAYOUT/392668,392668,,4590.38,57924.24
2026-06-30,GROCERY STORE UPI,392669,33.47,,57890.77
2026-07-01,ATM CASH WDL,392670,430.76,,57460.01
2026-07-02,UPI/CUSTOMER TRANSFER/IN,392671,,633.57,58093.58
2026-07-03,ATM CASH WDL,392672,334.32,,57759.26
2026-07-05,MOBILE RECHARGE UPI,392673,388.22,,57371.04
2026-07-07,UPI/FOODDASHPARTNER PAYOUT/392674,392674,,3103.77,60474.81
2026-07-09,ELECTRICITY BILL UPI,392675,129.72,,60345.09
2026-07-10,DTH RECHARGE UPI,392676,266.33,,60078.76
2026-07-11,DTH RECHARGE UPI,392677,237.38,,59841.38
2026-07-12,UPI/CUSTOMER TRANSFER/IN,392678,,941.39,60782.77
2026-07-14,UPI/FOODDASHPARTNER PAYOUT/392679,392679,,3219.72,64002.49
2026-07-14,RENT PAYMENT NEFT,392680,363.67,,63638.82
2026-07-18,RENT PAYMENT NEFT,392681,219.80,,63419.02
2026-07-19,UPI/CUSTOMER TRANSFER/IN,392682,,467.84,63886.86
2026-07-21,UPI/FOODDASHPARTNER PAYOUT/392683,392683,,3809.50,67696.36
2026-07-21,DTH RECHARGE UPI,392684,243.90,,67452.46
2026-07-22,MOBILE RECHARGE UPI,392685,379.89,,67072.57
2026-07-25,UPI/CUSTOMER TRANSFER/IN,392686,,688.40,67760.97
2026-07-26,MOBILE RECHARGE UPI,392687,336.70,,67424.27
2026-07-27,ELECTRICITY BILL UPI,392688,76.84,,67347.43
2026-07-28,UPI/FOODDASHPARTNER PAYOUT/392689,392689,,1986.74,69334.17
2026-07-29,GROCERY STORE UPI,392690,253.93,,69080.24
2026-08-01,GROCERY STORE UPI,392691,108.78,,68971.46
2026-08-02,UPI/CUSTOMER TRANSFER/IN,392692,,868.41,69839.87
2026-08-02,DTH RECHARGE UPI,392693,256.11,,69583.76
2026-08-03,RENT PAYMENT NEFT,392694,517.66,,69066.10
2026-08-04,UPI/FOODDASHPARTNER PAYOUT/392695,392695,,4846.01,73912.11
2026-08-05,GROCERY STORE UPI,392696,204.18,,73707.93
2026-08-07,ELECTRICITY BILL UPI,392697,625.99,,73081.94
2026-08-08,ELECTRICITY BILL UPI,392698,335.48,,72746.46
2026-08-10,ATM CASH WDL,392699,367.24,,72379.22
2026-08-11,UPI/FOODDASHPARTNER PAYOUT/392700,392700,,5291.96,77671.18
2026-08-11,UPI/CUSTOMER TRANSFER/IN,392701,,864.87,78536.05
2026-08-13,GROCERY STORE UPI,392702,204.57,,78331.48
2026-08-14,UPI/CUSTOMER TRANSFER/IN,392703,,437.33,78768.81
2026-08-14,GROCERY STORE UPI,392704,277.54,,78491.27
2026-08-17,ELECTRICITY BILL UPI,392705,344.42,,78146.85
2026-08-18,UPI/FOODDASHPARTNER PAYOUT/392706,392706,,3995.96,82142.81
2026-08-18,MOBILE RECHARGE UPI,392707,299.15,,81843.66
2026-08-19,MOBILE RECHARGE UPI,392708,30.00,,81813.66
2026-08-22,ATM CASH WDL,392709,343.93,,81469.73
2026-08-24,GROCERY STORE UPI,392710,385.35,,81084.38
2026-08-25,UPI/FOODDASHPARTNER PAYOUT/392711,392711,,3698.13,84782.51
2026-08-25,GROCERY STORE UPI,392712,314.43,,84468.08
2026-08-28,UPI/CUSTOMER TRANSFER/IN,392713,,392.07,84860.15
2026-08-28,DTH RECHARGE UPI,392714,389.27,,84470.88
2026-08-29,DTH RECHARGE UPI,392715,240.59,,84230.29
2026-08-31,GROCERY STORE UPI,392716,324.31,,83905.98
2026-09-01,UPI/FOODDASHPARTNER PAYOUT/392717,392717,,5259.64,89165.62
2026-09-02,UPI/CUSTOMER TRANSFER/IN,392718,,1038.46,90204.08
2026-09-03,UPI/CUSTOMER TRANSFER/IN,392719,,645.08,90849.16
2026-09-04,ELECTRICITY BILL UPI,392720,340.56,,90508.60
2026-09-05,RENT PAYMENT NEFT,392721,400.52,,90108.08
2026-09-08,UPI/FOODDASHPARTNER PAYOUT/392722,392722,,3016.19,93124.27
2026-09-08,UPI/CUSTOMER TRANSFER/IN,392723,,1158.11,94282.38
2026-09-10,ATM CASH WDL,392724,209.74,,94072.64
2026-09-11,UPI/CUSTOMER TRANSFER/IN,392725,,664.61,94737.25
2026-09-11,RENT PAYMENT NEFT,392726,139.03,,94598.22
2026-09-12,ELECTRICITY BILL UPI,392727,360.16,,94238.06
2026-09-13,MOBILE RECHARGE UPI,392728,198.35,,94039.71
2026-09-14,GROCERY STORE UPI,392729,334.88,,93704.83
