account_holder,Deepak Yadav
account_number_masked,XXXXXXXX4411
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-05-16,ELECTRICITY BILL UPI,570662,54.70,,15342.10
2026-05-18,ELECTRICITY BILL UPI,570663,144.57,,15197.53
2026-05-20,ATM CASH WDL,570664,304.39,,14893.14
2026-05-21,UPI/CUSTOMER TRANSFER/IN,570665,,692.07,15585.21
2026-05-21,GROCERY STORE UPI,570666,132.31,,15452.90
2026-05-22,UPI/ZIPRIDEPARTNER PAYOUT/570667,570667,,1159.43,16612.33
2026-05-22,RENT PAYMENT NEFT,570668,45.84,,16566.49
2026-05-23,MOBILE RECHARGE UPI,570669,271.70,,16294.79
2026-05-26,MOBILE RECHARGE UPI,570670,93.18,,16201.61
2026-05-28,UPI/CUSTOMER TRANSFER/IN,570671,,1364.03,17565.64
2026-05-28,DTH RECHARGE UPI,570672,204.82,,17360.82
2026-05-29,UPI/ZIPRIDEPARTNER PAYOUT/570673,570673,,1460.52,18821.34
2026-05-29,GROCERY STORE UPI,570674,179.95,,18641.39
2026-06-01,UPI/CUSTOMER TRANSFER/IN,570675,,392.16,19033.55
2026-06-03,RENT PAYMENT NEFT,570676,107.26,,18926.29
2026-06-05,UPI/ZIPRIDEPARTNER PAYOUT/570677,570677,,2645.72,21572.01
2026-06-06,ATM CASH WDL,570678,266.75,,21305.26
2026-06-09,ELECTRICITY BILL UPI,570679,135.96,,21169.30
2026-06-10,MOBILE RECHARGE UPI,570680,71.62,,21097.68
2026-06-11,RENT PAYMENT NEFT,570681,99.94,,20997.74
2026-06-12,UPI/ZIPRIDEPARTNER PAYOUT/570682,570682,,1447.45,22445.19
2026-06-13,UPI/CUSTOMER TRANSFER/IN,570683,,622.28,23067.47
2026-06-15,ELECTRICITY BILL UPI,570684,208.06,,22859.41
2026-06-16,MOBILE RECHARGE UPI,570685,111.32,,22748.09
2026-06-17,DTH RECHARGE UPI,570686,206.36,,22541.73
2026-06-18,ATM CASH WDL,570687,121.85,,22419.88
2026-06-19,UPI/ZIPRIDEPARTNER PAYOUT/570688,570688,,2301.37,24721.25
2026-06-19,RENT PAYMENT NEFT,570689,60.29,,24660.96
2026-06-20,ATM CASH WDL,570690,127.17,,24533.79
2026-06-21,ATM CASH WDL,570691,221.49,,24312.30
2026-06-23,RENT PAYMENT NEFT,570692,311.79,,24000.51
2026-06-24,UPI/CUSTOMER TRANSFER/IN,570693,,811.63,24812.14
2026-06-26,UPI/ZIPRIDEPARTNER PAYOUT/570694,570694,,2304.33,27116.47
2026-06-28,GROCERY STORE UPI,570695,288.30,,26828.17
2026-06-30,ATM CASH WDL,570696,171.11,,26657.06
2026-07-01,GROCERY STORE UPI,570697,121.20,,26535.86
2026-07-03,UPI/ZIPRIDEPARTNER PAYOUT/570698,570698,,1623.51,28159.37
2026-07-03,GROCERY STORE UPI,570699,150.38,,28008.99
2026-07-04,DTH RECHARGE UPI,570700,62.58,,27946.41
2026-07-05,UPI/CUSTOMER TRANSFER/IN,570701,,1431.94,29378.35
2026-07-05,DTH RECHARGE UPI,570702,258.77,,29119.58
2026-07-07,UPI/CUSTOMER TRANSFER/IN,570703,,1244.10,30363.68
2026-07-07,GROCERY STORE UPI,570704,57.01,,30306.67
2026-07-08,RENT PAYMENT NEFT,570705,155.25,,30151.42
2026-07-10,UPI/ZIPRIDEPARTNER PAYOUT/570706,570706,,1888.21,32039.63
2026-07-12,GROCERY STORE UPI,570707,262.77,,31776.86
2026-07-13,ATM CASH WDL,570708,284.75,,31492.11
2026-07-15,ELECTRICITY BILL UPI,570709,127.91,,31364.20
2026-07-17,UPI/ZIPRIDEPARTNER PAYOUT/570710,570710,,2267.22,33631.42
2026-07-17,DTH RECHARGE UPI,570711,81.60,,33549.82
2026-07-18,GROCERY STORE UPI,570712,141.21,,33408.61
2026-07-19,DTH RECHARGE UPI,570713,283.86,,33124.75
2026-07-20,ELECTRICITY BILL UPI,570714,194.66,,32930.09
2026-07-22,DTH RECHARGE UPI,570715,201.69,,32728.40
2026-07-24,UPI/ZIPRIDEPARTNER PAYOUT/570716,570716,,2129.35,34857.75
2026-07-25,MOBILE RECHARGE UPI,570717,198.50,,34659.25
2026-07-29,DTH RECHARGE UPI,570718,71.19,,34588.06
2026-07-31,UPI/ZIPRIDEPARTNER PAYOUT/570719,570719,,1833.58,36421.64
2026-08-01,ELECTRICITY BILL UPI,570720,363.77,,36057.87
2026-08-05,MOBILE RECHARGE UPI,570721,300.32,,35757.55
2026-08-06,RENT PAYMENT NEFT,570722,163.31,,35594.24
2026-08-07,UPI/ZIPRIDEPARTNER PAYOUT/570723,570723,,1614.64,37208.88
2026-08-07,UPI/CUSTOMER TRANSFER/IN,570724,,861.98,38070.86
2026-08-07,MOBILE RECHARGE UPI,570725,142.01,,37928.85
2026-08-09,UPI/CUSTOMER TRANSFER/IN,570726,,1180.34,39109.19
2026-08-09,MOBILE RECHARGE UPI,570727,163.28,,38945.91
2026-08-10,ELECTRICITY BILL UPI,570728,232.18,,38713.73
2026-08-13,MOBILE RECHARGE UPI,570729,171.63,,38542.10
2026-08-14,UPI/ZIPRIDEPARTNER PAYOUT/570730,570730,,1961.15,40503.25
2026-08-14,GROCERY STORE UPI,570731,143.37,,40359.88
2026-08-16,GROCERY STORE UPI,570732,181.10,,40178.78
2026-08-17,RENT PAYMENT NEFT,570733,116.46,,40062.32
2026-08-18,RENT PAYMENT NEFT,570734,145.42,,39916.90
2026-08-19,ELECTRICITY BILL UPI,570735,335.10,,39581.80
2026-08-20,ELECTRICITY BILL UPI,570736,143.53,,39438.27
2026-08-21,UPI/ZIPRIDEPARTNER PAYOUT/570737,570737,,2015.04,41453.31
2026-08-22,GROCERY STORE UPI,570738,30.00,,41423.31
2026-08-23,RENT PAYMENT NEFT,570739,278.77,,41144.54
2026-08-28,UPI/ZIPRIDEPARTNER PAYOUT/570740,570740,,1270.74,42415.28
2026-08-28,UPI/CUSTOMER TRANSFER/IN,570741,,1943.09,44358.37
2026-08-30,DTH RECHARGE UPI,570742,82.78,,44275.59
2026-09-01,MOBILE RECHARGE UPI,570743,105.97,,44169.62
2026-09-02,ELECTRICITY BILL UPI,570744,289.45,,43880.17
2026-09-03,DTH RECHARGE UPI,570745,247.59,,43632.58
2026-09-04,UPI/ZIPRIDEPARTNER PAYOUT/570746,570746,,1786.83,45419.41
2026-09-05,ATM CASH WDL,570747,101.41,,45318.00
2026-09-06,ELECTRICITY BILL UPI,570748,283.02,,45034.98
2026-09-07,UPI/CUSTOMER TRANSFER/IN,570749,,933.08,45968.06
2026-09-07,DTH RECHARGE UPI,570750,153.72,,45814.34
2026-09-08,RENT PAYMENT NEFT,570751,272.88,,45541.46
2026-09-10,GROCERY STORE UPI,570752,78.29,,45463.17
2026-09-11,UPI/ZIPRIDEPARTNER PAYOUT/570753,570753,,1725.81,47188.98
2026-09-11,MOBILE RECHARGE UPI,570754,159.60,,47029.38
2026-09-12,ATM CASH WDL,570755,183.80,,46845.58
2026-09-13,ELECTRICITY BILL UPI,570756,167.91,,46677.67
2026-09-14,ELECTRICITY BILL UPI,570757,201.56,,46476.11
