account_holder,Ananya Sen
account_number_masked,XXXXXXXX5507
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-08-06,UPI/MERCHANT/GROCERY,342834,173.56,,550.00
2026-08-09,UPI/ZIPRIDEPARTNER PAYOUT/342835,342835,,2170.18,2720.18
2026-08-09,UPI/MERCHANT/GROCERY,342836,539.45,,2180.73
2026-08-10,UPI/MERCHANT/GROCERY,342837,610.69,,1570.04
2026-08-11,UPI/MERCHANT/GROCERY,342838,616.10,,953.94
2026-08-12,UPI/MERCHANT/GROCERY,342839,403.94,,550.00
2026-08-16,UPI/ZIPRIDEPARTNER PAYOUT/342840,342840,,2140.12,2690.12
2026-08-16,UPI/MERCHANT/GROCERY,342841,518.77,,2171.35
2026-08-19,UPI/MERCHANT/GROCERY,342842,596.75,,1574.60
2026-08-21,UPI/MERCHANT/GROCERY,342843,682.08,,892.52
2026-08-22,UPI/MERCHANT/GROCERY,342844,342.52,,550.00
2026-08-23,UPI/ZIPRIDEPARTNER PAYOUT/342845,342845,,2379.84,2929.84
2026-08-23,UPI/MERCHANT/GROCERY,342846,665.15,,2264.69
2026-08-24,UPI/MERCHANT/GROCERY,342847,491.18,,1773.51
2026-08-25,UPI/MERCHANT/GROCERY,342848,686.27,,1087.24
2026-08-26,UPI/MERCHANT/GROCERY,342849,537.24,,550.00
2026-08-30,UPI/ZIPRIDEPARTNER PAYOUT/342850,342850,,2020.79,2570.79
2026-08-30,UPI/MERCHANT/GROCERY,342851,625.10,,1945.69
2026-09-01,UPI/MERCHANT/GROCERY,342852,741.25,,1204.44
2026-09-02,UPI/MERCHANT/GROCERY,342853,619.15,,585.29
2026-09-06,UPI/ZIPRIDEPARTNER PAYOUT/342854,342854,,2282.64,2867.93
2026-09-06,UPI/MERCHANT/GROCERY,342855,719.40,,2148.53
2026-09-07,UPI/MERCHANT/GROCERY,342856,590.36,,1558.17
2026-09-08,UPI/MERCHANT/GROCERY,342857,824.42,,733.75
2026-09-09,UPI/MERCHANT/GROCERY,342858,183.75,,550.00
2026-09-13,UPI/ZIPRIDEPARTNER PAYOUT/342859,342859,,2077.89,2627.89
2026-09-13,UPI/MERCHANT/GROCERY,342860,670.47,,1957.42
2026-09-14,UPI/MERCHANT/GROCERY,342861,659.43,,1297.99
