account_holder,Meena Iyer
account_number_masked,XXXXXXXX5096
bank,Demo Sahakari Bank
period_from,2026-03-18
period_to,2026-09-14

date,narration,ref,debit,credit,balance
2026-05-11,RENT PAYMENT NEFT,583952,226.80,,34917.12
2026-05-12,ATM CASH WDL,583953,76.37,,34840.75
2026-05-13,RENT PAYMENT NEFT,583954,142.56,,34698.19
2026-05-14,UPI/CUSTOMER TRANSFER/IN,583955,,735.73,35433.92
2026-05-14,DTH RECHARGE UPI,583956,289.76,,35144.16
2026-05-15,UPI/ZIPRIDEPARTNER PAYOUT/583957,583957,,3756.14,38900.30
2026-05-17,MOBILE RECHARGE UPI,583958,215.32,,38684.98
2026-05-20,UPI/CUSTOMER TRANSFER/IN,583959,,230.11,38915.09
2026-05-21,UPI/CUSTOMER TRANSFER/IN,583960,,873.27,39788.36
2026-05-22,UPI/ZIPRIDEPARTNER PAYOUT/583961,583961,,3314.92,43103.28
2026-05-25,UPI/CUSTOMER TRANSFER/IN,583962,,1259.18,44362.46
2026-05-26,ATM CASH WDL,583963,175.09,,44187.37
2026-05-28,UPI/CUSTOMER TRANSFER/IN,583964,,846.84,45034.21
2026-05-28,ELECTRICITY BILL UPI,583965,145.22,,44888.99
2026-05-29,UPI/ZIPRIDEPARTNER PAYOUT/583966,583966,,4026.32,48915.31
2026-05-30,ATM CASH WDL,583967,112.79,,48802.52
2026-06-02,RENT PAYMENT NEFT,583968,191.41,,48611.11
2026-06-03,ELECTRICITY BILL UPI,583969,270.25,,48340.86
2026-06-05,UPI/ZIPRIDEPARTNER PAYOUT/583970,583970,,3013.39,51354.25
2026-06-09,MOBILE RECHARGE UPI,583971,237.65,,51116.60
2026-06-10,MOBILE RECHARGE UPI,583972,191.97,,50924.63
2026-06-12,UPI/ZIPRIDEPARTNER PAYOUT/583973,583973,,3563.66,54488.29
2026-06-12,UPI/CUSTOMER TRANSFER/IN,583974,,1680.00,56168.29
2026-06-13,GROCERY STORE UPI,583975,126.76,,56041.53
2026-06-17,RENT PAYMENT NEFT,583976,244.31,,55797.22
2026-06-18,DTH RECHARGE UPI,583977,30.00,,55767.22
2026-06-19,UPI/ZIPRIDEPARTNER PAYOUT/583978,583978,,4520.52,60287.74
2026-06-19,ATM CASH WDL,583979,49.85,,60237.89
2026-06-23,GROCERY STORE UPI,583980,201.57,,60036.32
2026-06-26,UPI/ZIPRIDEPARTNER PAYOUT/583981,583981,,3473.32,63509.64
2026-06-26,ATM CASH WDL,583982,357.48,,63152.16
2026-06-27,RENT PAYMENT NEFT,583983,296.55,,62855.61
2026-06-29,UPI/CUSTOMER TRANSFER/IN,583984,,559.64,63415.25
2026-07-01,GROCERY STORE UPI,583985,285.90,,63129.35
2026-07-02,ATM CASH WDL,583986,138.85,,62990.50
2026-07-03,UPI/ZIPRIDEPARTNER PAYOUT/583987,583987,,4352.46,67342.96
2026-07-03,UPI/CUSTOMER TRANSFER/IN,583988,,1593.36,68936.32
2026-07-04,ELECTRICITY BILL UPI,583989,162.67,,68773.65
2026-07-05,ELECTRICITY BILL UPI,583990,176.23,,68597.42
2026-07-06,RENT PAYMENT NEFT,583991,234.18,,68363.24
2026-07-10,UPI/ZIPRIDEPARTNER PAYOUT/583992,583992,,4407.24,72770.48
2026-07-11,ATM CASH WDL,583993,30.00,,72740.48
2026-07-12,UPI/CUSTOMER TRANSFER/IN,583994,,1029.25,73769.73
2026-07-13,GROCERY STORE UPI,583995,135.21,,73634.52
2026-07-15,UPI/CUSTOMER TRANSFER/IN,583996,,1407.03,75041.55
2026-07-15,ATM CASH WDL,583997,222.44,,74819.11
2026-07-16,RENT PAYMENT NEFT,583998,134.53,,74684.58
2026-07-17,UPI/ZIPRIDEPARTNER PAYOUT/583999,583999,,4017.74,78702.32
2026-07-17,MOBILE RECHARGE UPI,584000,30.00,,78672.32
2026-07-19,RENT PAYMENT NEFT,584001,319.91,,78352.41
2026-07-20,MOBILE RECHARGE UPI,584002,204.55,,78147.86
2026-07-21,GROCERY STORE UPI,584003,228.41,,77919.45
2026-07-24,UPI/ZIPRIDEPARTNER PAYOUT/584004,584004,,4458.34,82377.79
2026-07-24,RENT PAYMENT NEFT,584005,156.27,,82221.52
2026-07-25,ATM CASH WDL,584006,248.78,,81972.74
2026-07-28,ELECTRICITY BILL UPI,584007,269.07,,81703.67
2026-07-29,DTH RECHARGE UPI,584008,382.78,,81320.89
2026-07-30,RENT PAYMENT NEFT,584009,189.78,,81131.11
2026-07-31,UPI/ZIPRIDEPARTNER PAYOUT/584010,584010,,3125.82,84256.93
2026-07-31,DTH RECHARGE UPI,584011,197.04,,84059.89
2026-08-02,UPI/CUSTOMER TRANSFER/IN,584012,,237.99,84297.88
2026-08-03,ATM CASH WDL,584013,201.33,,84096.55
2026-08-04,MOBILE RECHARGE UPI,584014,214.60,,83881.95
2026-08-05,GROCERY STORE UPI,584015,42.48,,83839.47
2026-08-06,GROCERY STORE UPI,584016,161.77,,83677.70
2026-08-07,UPI/ZIPRIDEPARTNER PAYOUT/584017,584017,,4121.65,87799.35
2026-08-08,UPI/CUSTOMER TRANSFER/IN,584018,,1447.93,89247.28
2026-08-09,ATM CASH WDL,584019,312.39,,88934.89
2026-08-11,GROCERY STORE UPI,584020,178.69,,88756.20
2026-08-14,UPI/ZIPRIDEPARTNER PAYOUT/584021,584021,,2524.76,91280.96
2026-08-14,GROCERY STORE UPI,584022,118.77,,91162.19
2026-08-15,MOBILE RECHARGE UPI,584023,185.74,,90976.45
2026-08-17,ELECTRICITY BILL UPI,584024,290.77,,90685.68
2026-08-20,DTH RECHARGE UPI,584025,200.69,,90484.99
2026-08-21,UPI/ZIPRIDEPARTNER PAYOUT/584026,584026,,3583.11,94068.10
2026-08-23,GROCERY STORE UPI,584027,243.91,,93824.19
2026-08-24,GROCERY STORE UPI,584028,59.48,,93764.71
2026-08-26,DTH RECHARGE UPI,584029,181.16,,93583.55
2026-08-27,UPI/CUSTOMER TRANSFER/IN,584030,,1139.16,94722.71
2026-08-27,DTH RECHARGE UPI,584031,216.11,,94506.60
2026-08-28,UPI/ZIPRIDEPARTNER PAYOUT/584032,584032,,4613.08,99119.68
2026-08-28,ELECTRICITY BILL UPI,584033,262.07,,98857.61
2026-09-02,RENT PAYMENT NEFT,584034,30.00,,98827.61
2026-09-03,RENT PAYMENT NEFT,584035,97.78,,98729.83
2026-09-04,UPI/ZIPRIDEPARTNER PAYOUT/584036,584036,,2503.05,101232.88
2026-09-04,DTH RECHARGE UPI,584037,108.74,,101124.14
2026-09-07,ATM CASH WDL,584038,234.95,,100889.19
2026-09-09,RENT PAYMENT NEFT,584039,137.51,,100751.68
2026-09-10,GROCERY STORE UPI,584040,50.20,,100701.48
2026-09-11,UPI/ZIPRIDEPARTNER PAYOUT/584041,584041,,3740.43,104441.91
2026-09-11,ATM CASH WDL,584042,124.17,,104317.74
2026-09-13,ATM CASH WDL,584043,205.43,,104112.31
2026-09-14,ELECTRICITY BILL UPI,584044,100.20,,104012.11
